filepath,label,label_id
data/dataset_filtered\Tomato_Bacterial_spot\4399f133-0078-4099-9ddb-605bbb84cf8c___GCREC_Bact.Sp_3216.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Apple__Healthy\c8f83443-9ab6-483b-99e2-d90760e32ea3___RS_HL_7535.jpg,Apple__Healthy,0
data/dataset_filtered\Tomato__healthy\dd50e041-1df0-45e4-8ab7-126f0ae2b984___GH_HL_Leaf_270.jpg,Tomato__healthy,42
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust651.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Cherry__powdery_mildew\722fc94f-8b5b-47cc-9a9a-63c874a814b4___FREC_Pwd.M_4906.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Grape__healthy\FreshGrape_(113).jpg,Grape__healthy,13
data/dataset_filtered\Strawberry__healthy\freshStrawberry_(494).jpg,Strawberry__healthy,33
data/dataset_filtered\Soybean__healthy\healthy_(785).jpg,Soybean__healthy,30
data/dataset_filtered\Cucumber__healthy\freshCucumber_(173).jpg,Cucumber__healthy,10
data/dataset_filtered\Potato__Healthy\799b10e8-ba67-4e08-9abe-748789572ad1___RS_HL_1881.jpg,Potato__Healthy,22
data/dataset_filtered\Banana__Rotten\saltandpepper_Screen_Shot_2018-06-12_at_8.59.23_PM.png,Banana__Rotten,4
data/dataset_filtered\Strawberry__healthy\0d9c97af-4a3e-41f5-9c42-534898ea1688___RS_HL_4375.jpg,Strawberry__healthy,33
data/dataset_filtered\Apple__Healthy\rotated_by_60_Screen_Shot_2018-06-08_at_5.22.48_PM.png,Apple__Healthy,0
data/dataset_filtered\Soybean__caterpillar\caterpillar_(2404).jpg,Soybean__caterpillar,28
data/dataset_filtered\Tomato__healthy\63568703-0cfc-4d23-a5e1-e3393df2d2fc___RS_HL_0246.jpg,Tomato__healthy,42
data/dataset_filtered\Tomato_Late_blight\703b175a-b3e2-4629-9569-9b4caf185589___RS_Late.B_5098.jpg,Tomato_Late_blight,36
data/dataset_filtered\Tomato__septoria_leaf_spot\fd042aff-4c10-4a6d-880f-cef50afd03b6___Keller.St_CG_1970.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Tomato__septoria_leaf_spot\1f01e6fc-e4a2-4f40-bd17-bb3852cef631___Keller.St_CG_1825.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Corn___Common_Rust\image_(404).jpg,Corn___Common_Rust,7
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1083).jpg,Soybean__caterpillar,28
data/dataset_filtered\Grape__healthy\c1b04456-5136-4594-9c8b-cfb9bfc7404f___Mt.N.V_HL_9001.jpg,Grape__healthy,13
data/dataset_filtered\Cherry__powdery_mildew\3c51251b-482f-4753-adff-c0049bcb9a6a___FREC_Pwd.M_5118.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Tomato_Septoria_leaf_spot\1de3c0cc-04c3-48d0-9493-96b9e9a237af___Matt.S_CG_7657.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_172903.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Apple__Healthy\0c55b379-c6e7-4b89-959f-abc506fed437___RS_HL_5927.jpg,Apple__Healthy,0
data/dataset_filtered\Mango__healthy\freshMango_(100).jpg,Mango__healthy,16
data/dataset_filtered\Banana__Rotten\Screen_Shot_2018-06-12_at_8.59.57_PM.png,Banana__Rotten,4
data/dataset_filtered\Corn___Common_Rust\image_(53).jpg,Corn___Common_Rust,7
data/dataset_filtered\Soybean__healthy\d9502174-f8cf-4498-a98c-bcb6a6fdc451___RS_HL_5718_1.jpg,Soybean__healthy,30
data/dataset_filtered\Grape__healthy\grape_leaf_(58).jpg,Grape__healthy,13
data/dataset_filtered\Strawberry___leaf_scorch\5793ad89-cf6c-4d56-9ea5-26162e1a5f6d___RS_L.Scorch_0138.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Tomato__target_spot\2cfdcad0-ed4d-496a-80dc-38852264f4cc___Com.G_TgS_FL_0893.jpg,Tomato__target_spot,45
data/dataset_filtered\Rice___Healthy\IMG_20190419_103629.jpg,Rice___Healthy,25
data/dataset_filtered\Rice___Neck_Blast\IMG20201109203553_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Apple__scab\0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab_2976.jpg,Apple__scab,2
data/dataset_filtered\Orange__Rotten\vertical_flip_Screen_Shot_2018-06-12_at_11.23.19_PM.png,Orange__Rotten,18
data/dataset_filtered\Apple__scab\bc2ce052-84b8-4de9-bd9d-7528869b62dc___FREC_Scab_3309.jpg,Apple__scab,2
data/dataset_filtered\Strawberry__Rotten\777.jpg,Strawberry__Rotten,31
data/dataset_filtered\Tomato_Septoria_leaf_spot\9acdb655-bca7-4223-a8e2-c201f6b3d188___Matt.S_CG_6834.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Tomato__healthy\89c3d1ee-38dd-4a9c-a9e9-f1c1e6004eff___RS_HL_0393.jpg,Tomato__healthy,42
data/dataset_filtered\Apple__scab\7c0710e7-2ad4-44c4-a6f6-ffeb5573f8e7___FREC_Scab_3208.jpg,Apple__scab,2
data/dataset_filtered\Cherry__powdery_mildew\35b90fdd-38f4-44b5-ad59-16812595024e___FREC_Pwd.M_4575.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust749.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust318.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Pepper__bell___healthy\681d3ccb-7653-4f08-a483-f80e3d7724df___JR_HL_8688.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Corn___Healthy\image_(817).jpg,Corn___Healthy,8
data/dataset_filtered\Tomato__late_blight\979c7630-3f70-4b8e-80eb-cbcc479e8220___RS_Late.B_5019.jpg,Tomato__late_blight,43
data/dataset_filtered\Banana__Rotten\rotated_by_15_Screen_Shot_2018-06-12_at_9.08.00_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato_Early_blight\552787d3-3937-4ee5-9824-6b78e90e5cbb___RS_Erly.B_7510.jpg,Tomato_Early_blight,35
data/dataset_filtered\Tomato_Leaf_Mold\cb956960-ad6c-4a87-bee1-dacfc8acb7d8___Crnl_L.Mold_8945.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Tomato__bacterial_spot\5882470e-77e6-46da-b63c-b804ce311df1___GCREC_Bact.Sp_3040.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Tomato_Late_blight\36650fc3-00a3-42b2-b016-8692046c5199___RS_Late.B_5107.jpg,Tomato_Late_blight,36
data/dataset_filtered\Mango__healthy\47.jpg,Mango__healthy,16
data/dataset_filtered\Corn___Healthy\image_(580).jpg,Corn___Healthy,8
data/dataset_filtered\Pepper__bell___healthy\c874080b-be91-4c77-967f-092f91884297___JR_HL_7919.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Apple__Rotten\rotated_by_45_Screen_Shot_2018-06-07_at_2.50.43_PM.png,Apple__Rotten,1
data/dataset_filtered\Mango__Rotten\460.jpg,Mango__Rotten,15
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\f03d3d30-cc06-48e0-9a8f-978f705cc2e8___Com.G_SpM_FL_1278.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Peach__bacterial_spot\079d87c6-2a13-45c7-b45b-90ae8cdb2188___Rut._Bact.S_0982.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Mango__healthy\healthy_008.jpg,Mango__healthy,16
data/dataset_filtered\Pepper__bell___Bacterial_spot\ecd00ad4-7c95-4254-8bc4-5d90e67fc550___NREC_B.Spot_1951.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Orange__Healthy\translation_Screen_Shot_2018-06-12_at_11.55.37_PM.png,Orange__Healthy,17
data/dataset_filtered\Cherry__healthy\88fd947e-a850-4e0c-9dff-8984478b04e1___JR_HL_3984.jpg,Cherry__healthy,5
data/dataset_filtered\Corn___Healthy\image_(47).jpg,Corn___Healthy,8
data/dataset_filtered\Strawberry__Rotten\156.jpg,Strawberry__Rotten,31
data/dataset_filtered\Potato___Late_Blight\3cfeea97-88e1-42e6-b760-0fa125613e9c___RS_LB_4406.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\8df54a61-7be4-42cc-9b55-3a2f7632b2bc___UF.GRC_YLCV_Lab_02085.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Tomato__septoria_leaf_spot\bb649ab8-c07f-4d62-a186-e2cc4963dd6b___Matt.S_CG_2652.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Pepper__bell___Bacterial_spot\33f79c51-bc4b-46dc-bb41-7f84070dde74___JR_B.Spot_3122.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Strawberry__healthy\59f517ea-070a-4d91-97bb-936c620bbeb5___RS_HL_4583.jpg,Strawberry__healthy,33
data/dataset_filtered\Cherry__healthy\c3101d4e-19b3-4959-92a4-b1b8c88d0bec___JR_HL_3994.jpg,Cherry__healthy,5
data/dataset_filtered\Peach__bacterial_spot\c5098793-5a16-43d1-9f4c-fbaeb88d9f52___Rut._Bact.S_0899.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Apple__Rotten\rotated_by_75_Screen_Shot_2018-06-07_at_2.25.26_PM.png,Apple__Rotten,1
data/dataset_filtered\Tomato__target_spot\e79fb07e-04d4-4d6c-966b-6fdc84484772___Com.G_TgS_FL_0831.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato_Septoria_leaf_spot\4e91dd84-5a88-4b2f-8c08-b48a1c0bfc4c___Matt.S_CG_6575.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust909.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Tomato__septoria_leaf_spot\7acd10ed-a101-4467-856a-f3483493182a___Keller.St_CG_1862.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Tomato__healthy\freshTomato_(247).png,Tomato__healthy,42
data/dataset_filtered\Pepper__bell___Bacterial_spot\22fff6df-23e0-4160-b9d8-166168d03147___NREC_B.Spot_9117.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Banana__Rotten\Screen_Shot_2018-06-12_at_8.51.21_PM.png,Banana__Rotten,4
data/dataset_filtered\Banana__Rotten\rotated_by_60_Screen_Shot_2018-06-12_at_8.54.23_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato_Leaf_Mold\35f38d23-ae26-4feb-a076-6fd6571db043___Crnl_L.Mold_6814.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Potato___Late_Blight\b0e6c386-35dc-4982-acc6-f393c7f58c67___RS_LB_5036.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato_Septoria_leaf_spot\f7f15148-b2f9-4b26-b94c-745e0325f872___Matt.S_CG_6244.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_115421.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Banana__Rotten\translation_Screen_Shot_2018-06-12_at_9.22.50_PM.png,Banana__Rotten,4
data/dataset_filtered\Apple__Rotten\rottenApple_(52).jpg,Apple__Rotten,1
data/dataset_filtered\Tomato__target_spot\d43b9fb3-b824-456d-a386-b861689ae922___Com.G_TgS_FL_8286.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato_Late_blight\bf014d78-5f3a-4748-a026-dc80d95cbc3f___GHLB2_Leaf_164.jpg,Tomato_Late_blight,36
data/dataset_filtered\Cucumber__healthy\photo_2020-06-28_00-10-24.jpg,Cucumber__healthy,10
data/dataset_filtered\Apple__Healthy\saltandpepper_Screen_Shot_2018-06-08_at_5.20.26_PM.png,Apple__Healthy,0
data/dataset_filtered\Potato___Early_blight\dc34096f-8974-4a76-8d15-42ee86038015___RS_Early.B_6734.jpg,Potato___Early_blight,23
data/dataset_filtered\Potato__Healthy\freshPotato_(450).jpg,Potato__Healthy,22
data/dataset_filtered\Potato___Early_blight\0ede4acd-3685-40d9-b52b-7b3cb6536fa8___RS_Early.B_7377.jpg,Potato___Early_blight,23
data/dataset_filtered\Orange__Healthy\freshOrange_(16).jpg,Orange__Healthy,17
data/dataset_filtered\Tomato__healthy\7141e8d1-1554-4030-85dc-be5e984eb6ef___GH_HL_Leaf_471.jpg,Tomato__healthy,42
data/dataset_filtered\Tomato_Bacterial_spot\e7c136fd-9f65-428c-8d94-b74bde9e19c2___GCREC_Bact.Sp_3829.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato__healthy\47b93075-4991-4f6a-8510-5fe75a73567f___RS_HL_9719.jpg,Tomato__healthy,42
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust495.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust750.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Mango__Rotten\rottenMango_(503).jpg,Mango__Rotten,15
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\0de97f68-547b-494b-89dd-a0b921256a28___FAM_L.Blight_4506.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Strawberry__Rotten\259.jpg,Strawberry__Rotten,31
data/dataset_filtered\Soybean__healthy\edf9dfc0-dd01-4e48-8bc8-120dbefbf8a8___RS_HL_3087.jpg,Soybean__healthy,30
data/dataset_filtered\Strawberry__healthy\412.jpg,Strawberry__healthy,33
data/dataset_filtered\Orange__Rotten\saltandpepper_Screen_Shot_2018-06-12_at_11.33.12_PM.png,Orange__Rotten,18
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(418).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Wheat___Healthy\Healthy244.jpg,Wheat___Healthy,48
data/dataset_filtered\Apple__Healthy\FreshApple_(190).jpg,Apple__Healthy,0
data/dataset_filtered\Strawberry___leaf_scorch\de13aaa8-a3bb-45bc-946a-703b22016935___RS_L.Scorch_0845.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Tomato_Bacterial_spot\66dfa158-9918-43db-9c9f-5a34d66e86bc___GCREC_Bact.Sp_6005.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato__healthy\62e5933a-1405-4f56-b5c6-3bb6996465f5___RS_HL_0378.jpg,Tomato__healthy,42
data/dataset_filtered\Tomato__bacterial_spot\0c5eb8e4-e0fb-424a-8873-e43f9a6121ef___GCREC_Bact.Sp_6281.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Mango__healthy\409.jpg,Mango__healthy,16
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(478).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Pepper__bell___healthy\28e50a98-883a-418d-bbcb-01b8e44a11b5___JR_HL_8160.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Tomato__target_spot\64670b92-3354-4e40-97dd-cb84f7e4500f___Com.G_TgS_FL_8021.jpg,Tomato__target_spot,45
data/dataset_filtered\Corn___Healthy\image_(438).jpg,Corn___Healthy,8
data/dataset_filtered\Orange__Healthy\freshOrange_(4).jpg,Orange__Healthy,17
data/dataset_filtered\Soybean__healthy\cf618584-36d1-4c0b-86e7-6488da883d50___RS_HL_3475.jpg,Soybean__healthy,30
data/dataset_filtered\Grape__black_rot\grape_black_rot5799.jpg,Grape__black_rot,12
data/dataset_filtered\Potato___Late_Blight\051089cf-e083-4fdb-9256-aac12b8a55d2___RS_LB_4078.jpg,Potato___Late_Blight,24
data/dataset_filtered\Banana__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_8.47.41_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato__late_blight\9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS_Leaf_1.3_Day_13.jpg,Tomato__late_blight,43
data/dataset_filtered\Tomato__target_spot\f6b99987-84a9-41a9-914d-538250b5f5a5___Com.G_TgS_FL_7971.jpg,Tomato__target_spot,45
data/dataset_filtered\Strawberry___leaf_scorch\c087f2cf-e298-4363-bc4f-3e42ab4db0c6___RS_L.Scorch_1183.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Cherry__powdery_mildew\41493e9c-7e7b-49ce-b189-e5b772623a78___FREC_Pwd.M_4583.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Tomato__septoria_leaf_spot\23af22d9-856c-41ba-a63d-9643b1ef9156___Matt.S_CG_1091.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Soybean__healthy\c44c179c-22a3-4849-b58d-99324fbef208___RS_HL_4053.jpg,Soybean__healthy,30
data/dataset_filtered\Tomato__late_blight\9309c2d7-07ea-4dfb-a79e-2e9128d38a75___GHLB2_Leaf_107.3.jpg,Tomato__late_blight,43
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(552).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Cucumber__healthy\freshCucumber_(529).jpg,Cucumber__healthy,10
data/dataset_filtered\Pepper__bell___Bacterial_spot\b34f18ca-799f-42bb-abbb-f1e19aa6521f___NREC_B.Spot_1944.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust055.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Tomato_Leaf_Mold\ad0f47b8-f36c-42a8-8c9d-9c24f91a3ef1___Crnl_L.Mold_8891.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Grape__black_measles\63d152db-3e50-4fee-ad34-ad60c6ce416a___FAM_B.Msls_4321.jpg,Grape__black_measles,11
data/dataset_filtered\Potato___Early_blight\63b61694-16e9-4ef4-ad6f-5e27d2c9eed9___RS_Early.B_6871.jpg,Potato___Early_blight,23
data/dataset_filtered\Wheat___Healthy\Healthy1184.jpg,Wheat___Healthy,48
data/dataset_filtered\Strawberry___leaf_scorch\231ee42e-ca7b-4c1f-9272-b963d445a966___RS_L.Scorch_9908.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Mango__Rotten\288.jpg,Mango__Rotten,15
data/dataset_filtered\Apple__Healthy\Screen_Shot_2018-06-08_at_5.33.33_PM.png,Apple__Healthy,0
data/dataset_filtered\Strawberry___leaf_scorch\ab530592-6a8a-44ec-806b-33a1d1bfb93e___RS_L.Scorch_0906.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Banana__Healthy\rotated_by_60_Screen_Shot_2018-06-12_at_9.42.09_PM.png,Banana__Healthy,3
data/dataset_filtered\Tomato__target_spot\142bb1d4-109d-4340-991a-935f2eddbc48___Com.G_TgS_FL_7910.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato__target_spot\7987a98f-192b-48b3-8614-e313b0e41749___Com.G_TgS_FL_8207.jpg,Tomato__target_spot,45
data/dataset_filtered\Peach__bacterial_spot\10961d83-f227-4131-9703-538766faec86___Rutg._Bact.S_1440.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Strawberry___leaf_scorch\d0615e5a-1eae-42b7-9b24-d02ceb86c16b___RS_L.Scorch_0131.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Potato___Late_Blight\489107b2-13f2-401b-b931-39ca7fd4be2b___RS_LB_2665.jpg,Potato___Late_Blight,24
data/dataset_filtered\Cucumber__healthy\freshCucumber_(534).jpg,Cucumber__healthy,10
data/dataset_filtered\Grape__black_measles\b0f16c55-e5be-431f-b2c9-c6d5e11f3e02___FAM_B.Msls_0981.jpg,Grape__black_measles,11
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\be21ce1d-836b-4977-ad51-bb20114ccd50___FAM_L.Blight_1510.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Cucumber__healthy\IMG20200629183331_01.jpg,Cucumber__healthy,10
data/dataset_filtered\Soybean__healthy\a166cf31-ab22-4fa7-ad98-a4be43dd8226___RS_HL_3959.jpg,Soybean__healthy,30
data/dataset_filtered\Rice___Healthy\IMG_20190424_132055.jpg,Rice___Healthy,25
data/dataset_filtered\Tomato_Septoria_leaf_spot\82946234-504f-4bc0-b98e-ec8d2bbfc2d4___Matt.S_CG_7715.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Apple__Healthy\a2024303-1e78-4f1b-80b4-3f02f9f5dceb___RS_HL_7707.jpg,Apple__Healthy,0
data/dataset_filtered\Rice___Healthy\IMG_20190419_172446.jpg,Rice___Healthy,25
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_125426.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Apple__Rotten\rotated_by_15_Screen_Shot_2018-06-08_at_2.52.43_PM.png,Apple__Rotten,1
data/dataset_filtered\Corn___Healthy\image_(544).jpg,Corn___Healthy,8
data/dataset_filtered\Potato___Early_blight\945f4d4b-5e0a-4cc0-8b7c-d82854730b9d___RS_Early.B_7836.jpg,Potato___Early_blight,23
data/dataset_filtered\Peach__bacterial_spot\b9716cb8-7f98-4ff0-a8ee-f8cf6256cb6f___Rutg._Bact.S_1696.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Wheat___Healthy\Healthy791.jpg,Wheat___Healthy,48
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(153).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Soybean__healthy\69cd1583-583b-4dc1-9c59-afcd6f398112___RS_HL_6153.jpg,Soybean__healthy,30
data/dataset_filtered\Potato___Early_blight\6cd05602-f131-47a3-a7ef-f328a13e4f1e___RS_Early.B_7079.jpg,Potato___Early_blight,23
data/dataset_filtered\Mango__Rotten\alternaria_159.jpg,Mango__Rotten,15
data/dataset_filtered\Rice___Neck_Blast\IMG20201109182359_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Potato___Late_Blight\8a70b737-9270-49ca-9fd2-e6468592c393___RS_LB_2978.jpg,Potato___Late_Blight,24
data/dataset_filtered\Soybean__healthy\c26f8f2c-6c70-4f51-88fb-49c780e667f8___RS_HL_5426.jpg,Soybean__healthy,30
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1641).jpg,Soybean__caterpillar,28
data/dataset_filtered\Peach__bacterial_spot\2bab9e1e-45b1-40f3-96c6-1c0b832c174e___Rutg._Bact.S_1571.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Mango__Rotten\985.jpg,Mango__Rotten,15
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(700).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Corn___Common_Rust\image_(1145).jpg,Corn___Common_Rust,7
data/dataset_filtered\Mango__Rotten\rottenMango_(127).jpg,Mango__Rotten,15
data/dataset_filtered\Corn___Healthy\image_(1080).jpg,Corn___Healthy,8
data/dataset_filtered\Apple__Rotten\rottenApple_(286).jpg,Apple__Rotten,1
data/dataset_filtered\Tomato_Bacterial_spot\8d51e875-d780-41a6-958a-44e3279ad058___GCREC_Bact.Sp_6184.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Potato___Late_Blight\e08c2b56-3a54-4fcc-b814-85c55020278b___RS_LB_3991.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato__healthy\freshTomato_(117).png,Tomato__healthy,42
data/dataset_filtered\Apple__Healthy\3d0032d5-ac37-4dbe-8c2c-ef567472578b___RS_HL_7750.jpg,Apple__Healthy,0
data/dataset_filtered\Tomato_Septoria_leaf_spot\e01fb0f4-3cd3-4b02-8672-56cac700eeae___JR_Sept.L.S_8391.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Strawberry__healthy\freshStrawberry_(309).jpg,Strawberry__healthy,33
data/dataset_filtered\Strawberry__healthy\freshStrawberry_(195).jpg,Strawberry__healthy,33
data/dataset_filtered\Tomato_Septoria_leaf_spot\e94aaf1a-0c1b-4020-87f0-93c74f929f1c___JR_Sept.L.S_8496.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Potato___Late_Blight\b598f9a7-b582-4fef-9c3d-cc985f2f9c03___RS_LB_3294.jpg,Potato___Late_Blight,24
data/dataset_filtered\Peach__bacterial_spot\8870d0aa-7df2-4e02-a20d-03d77855f446___Rutg._Bact.S_1247.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Cucumber__healthy\freshCucumber_(339).jpg,Cucumber__healthy,10
data/dataset_filtered\Apple__Rotten\rottenApple_(152).jpg,Apple__Rotten,1
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\0e20026b-8b12-4c86-bd41-3e10ea0fae44___Com.G_SpM_FL_1668.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Apple__Healthy\871420e0-e5de-40c7-a79c-a17fe1781f8e___RS_HL_7444.jpg,Apple__Healthy,0
data/dataset_filtered\Strawberry__Rotten\rottenStrawberry_(8).jpeg,Strawberry__Rotten,31
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1314).jpg,Soybean__caterpillar,28
data/dataset_filtered\Tomato__healthy\bad3b814-de59-4c37-8f47-00ed153f7e4f___RS_HL_0214.jpg,Tomato__healthy,42
data/dataset_filtered\Grape__healthy\FreshGrape_(15).jpg,Grape__healthy,13
data/dataset_filtered\Orange__Rotten\rottenOrange_(152).jpg,Orange__Rotten,18
data/dataset_filtered\Potato___Early_blight\93c3dfcc-de7c-4ae9-9d18-4042f53e3d1f___RS_Early.B_7872.jpg,Potato___Early_blight,23
data/dataset_filtered\Tomato__bacterial_spot\5d75ed9b-3a40-4e40-ad3c-b2fc58f9d9a3___GCREC_Bact.Sp_6239.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Grape__black_rot\grape_black_rot431.jpg,Grape__black_rot,12
data/dataset_filtered\Strawberry__Rotten\rottenStrawberry_(38).jpg,Strawberry__Rotten,31
data/dataset_filtered\Strawberry__healthy\730b27b1-51a1-4c14-81f8-ab1da6237c4f___RS_HL_2051.jpg,Strawberry__healthy,33
data/dataset_filtered\Apple__Healthy\Screen_Shot_2018-06-08_at_5.15.21_PM.png,Apple__Healthy,0
data/dataset_filtered\Cucumber__healthy\freshCucumber_(86).jpg,Cucumber__healthy,10
data/dataset_filtered\Potato___Early_blight\d3240683-1636-4373-84aa-01ce594c19a0___RS_Early.B_8340.jpg,Potato___Early_blight,23
data/dataset_filtered\Tomato__target_spot\c5e4109d-af33-4ec6-8dfc-7ee20c384a83___Com.G_TgS_FL_8258.jpg,Tomato__target_spot,45
data/dataset_filtered\Soybean__healthy\healthy_(629).jpg,Soybean__healthy,30
data/dataset_filtered\Rice___Neck_Blast\IMG20201109203310_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Tomato__septoria_leaf_spot\d645a5d8-a404-4825-8be7-a15725ee26d8___Matt.S_CG_2629.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Mango__Rotten\741.jpg,Mango__Rotten,15
data/dataset_filtered\Orange__Rotten\Screen_Shot_2018-06-12_at_11.25.07_PM.png,Orange__Rotten,18
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\3d7b00e9-5e2b-4fa7-ae44-373b6f09dfe7___Com.G_SpM_FL_1393.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust937.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Apple__Rotten\rotated_by_15_Screen_Shot_2018-06-08_at_2.36.55_PM.png,Apple__Rotten,1
data/dataset_filtered\Tomato__healthy\freshTomato_(27).png,Tomato__healthy,42
